                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                0.94213,                0.76221,                 1.0162,                0.92262,                0.88017,                0.94367,                0.73377,                0.77496,                 0.5729,                0.96941,             0.00028009,             0.00028009,             0.00028009
                    302,                0.87779,                0.70279,                0.99728,                0.92117,                0.87491,                0.94296,                 0.7305,                0.78621,                 0.5763,                0.97051,              0.0002788,              0.0002788,              0.0002788
                    303,                0.93627,                0.72532,                0.99355,                0.92975,                 0.8518,                0.93732,                0.72601,                0.78875,                0.57838,                0.97284,             0.00027751,             0.00027751,             0.00027751
                    304,                0.90441,                0.70757,                 1.0164,                0.93993,                 0.8591,                 0.9407,                0.72971,                0.78115,                0.56465,                0.97259,             0.00027622,             0.00027622,             0.00027622
                    305,                0.94822,                0.74886,                 1.0192,                0.93272,                0.86479,                0.94329,                0.72742,                0.79619,                0.56655,                 0.9822,             0.00027493,             0.00027493,             0.00027493
                    306,                0.94028,                0.76067,                 1.0115,                0.91437,                0.87609,                0.94396,                0.73509,                0.77224,                0.56187,                0.97534,             0.00027364,             0.00027364,             0.00027364
                    307,                0.92854,                0.74888,                 1.0123,                0.92182,                0.87108,                0.94496,                0.72927,                0.78828,                0.58064,                0.97832,             0.00027235,             0.00027235,             0.00027235
                    308,                0.93548,                0.74787,                 1.0139,                0.91366,                0.87804,                0.94255,                0.72236,                0.80285,                0.58036,                0.97997,             0.00027106,             0.00027106,             0.00027106
                    309,                0.92683,                0.73325,                 1.0068,                0.94255,                0.86565,                0.94739,                0.73669,                0.77666,                0.56334,                0.96882,             0.00026977,             0.00026977,             0.00026977
                    310,                 0.9306,                0.74006,                 1.0198,                 0.9267,                0.87822,                0.94652,                0.73871,                0.77492,                0.56178,                0.96751,             0.00026848,             0.00026848,             0.00026848
                    311,                0.93585,                0.73755,                 1.0008,                0.93608,                0.86028,                0.94128,                0.72664,                0.78912,                0.57773,                0.97044,             0.00026719,             0.00026719,             0.00026719
                    312,                0.92092,                0.73552,                 1.0117,                0.93582,                0.86695,                0.94678,                0.73392,                0.76931,                 0.5704,                0.96616,              0.0002659,              0.0002659,              0.0002659
                    313,                0.92454,                0.74852,                 1.0334,                0.93875,                0.86832,                0.94705,                 0.7385,                0.76832,                0.55982,                0.96639,             0.00026461,             0.00026461,             0.00026461
                    314,                 0.9334,                0.77171,                 1.0309,                0.93952,                0.87811,                0.94834,                0.74211,                0.75764,                0.55142,                0.96285,             0.00026332,             0.00026332,             0.00026332
                    315,                0.90168,                0.71232,                 1.0051,                0.94023,                  0.872,                0.94596,                0.73487,                0.76198,                0.55195,                 0.9701,             0.00026203,             0.00026203,             0.00026203
                    316,                0.91884,                0.71803,                 1.0239,                0.93776,                0.88208,                0.94891,                0.74264,                0.75996,                0.54718,                 0.9666,             0.00026074,             0.00026074,             0.00026074
                    317,                0.89919,                 0.7056,                0.99432,                0.94002,                0.87087,                0.94818,                0.73033,                0.79872,                0.56139,                0.97785,             0.00025945,             0.00025945,             0.00025945
                    318,                0.92131,                0.73787,                0.99642,                0.92214,                 0.8844,                0.94772,                 0.7398,                0.76413,                0.55254,                0.96573,             0.00025816,             0.00025816,             0.00025816
                    319,                0.93484,                0.76835,                 1.0167,                0.94229,                0.87473,                0.94725,                0.73828,                0.77082,                0.55225,                0.96631,             0.00025687,             0.00025687,             0.00025687
                    320,                0.95081,                0.77358,                 1.0133,                0.94643,                0.87284,                0.94742,                0.74069,                0.76237,                0.55666,                0.96332,             0.00025558,             0.00025558,             0.00025558
                    321,                0.94373,                 0.7645,                 1.0286,                0.93091,                 0.8664,                0.94742,                0.73821,                0.76156,                0.56079,                0.96076,             0.00025429,             0.00025429,             0.00025429
                    322,                0.89324,                0.69194,                 1.0032,                0.92869,                0.89337,                 0.9516,                0.74375,                 0.7679,                0.54843,                0.96495,               0.000253,               0.000253,               0.000253
                    323,                0.90668,                0.73705,                0.99614,                0.93825,                0.88396,                0.95348,                0.74558,                 0.7691,                0.54808,                0.96129,             0.00025171,             0.00025171,             0.00025171
                    324,                0.91983,                0.72743,                 1.0183,                0.94382,                0.88351,                0.95531,                0.74452,                0.76519,                0.54013,                 0.9634,             0.00025042,             0.00025042,             0.00025042
                    325,                0.91705,                0.72834,                 1.0268,                0.95504,                0.87753,                0.95445,                0.74635,                0.75767,                0.53766,                0.96407,             0.00024913,             0.00024913,             0.00024913
                    326,                0.90597,                0.71906,                 1.0208,                0.96141,                0.87796,                0.95499,                0.74662,                0.76068,                0.54393,                0.96523,             0.00024785,             0.00024785,             0.00024785
                    327,                0.93679,                0.73786,                0.99565,                0.94686,                 0.8794,                0.95537,                0.74073,                0.77073,                0.54924,                0.96707,             0.00024656,             0.00024656,             0.00024656
                    328,                0.89898,                0.72708,                 1.0027,                0.95233,                0.88893,                0.95665,                0.74435,                0.77142,                0.54507,                0.96773,             0.00024527,             0.00024527,             0.00024527
                    329,                0.92811,                0.72674,                 0.9902,                0.93518,                0.88845,                0.95509,                0.75056,                0.75207,                0.54086,                0.96214,             0.00024398,             0.00024398,             0.00024398
                    330,                 0.8939,                0.68925,                  0.995,                 0.9321,                0.88255,                0.95498,                0.74979,                0.74447,                0.53669,                0.95823,             0.00024269,             0.00024269,             0.00024269
                    331,                0.88122,                0.69151,                 1.0024,                0.92971,                0.88826,                0.95332,                0.74849,                0.74387,                0.53954,                0.95826,              0.0002414,              0.0002414,              0.0002414
                    332,                0.87044,                0.68676,                0.97285,                0.94047,                0.87598,                0.95273,                0.74211,                0.75388,                0.54533,                0.95906,             0.00024011,             0.00024011,             0.00024011
                    333,                0.93446,                 0.7395,                0.99435,                0.94932,                0.87622,                 0.9544,                0.74254,                0.76526,                0.54525,                0.96002,             0.00023882,             0.00023882,             0.00023882
                    334,                 0.9001,                0.68297,                0.98749,                0.93883,                0.88553,                 0.9565,                0.74898,                0.75335,                  0.537,                0.95812,             0.00023753,             0.00023753,             0.00023753
                    335,                0.87677,                0.68429,                 1.0033,                0.94483,                0.87448,                0.95644,                0.74447,                0.76474,                0.54199,                0.96238,             0.00023624,             0.00023624,             0.00023624
                    336,                 0.8996,                0.69788,                0.99463,                0.94192,                0.88098,                0.95714,                0.74862,                0.75257,                0.53238,                0.96049,             0.00023495,             0.00023495,             0.00023495
                    337,                0.90197,                0.73045,                0.99847,                0.95251,                0.87724,                0.95679,                0.75226,                0.74653,                0.53527,                0.95749,             0.00023366,             0.00023366,             0.00023366
                    338,                0.88454,                0.70109,                0.98651,                0.94574,                0.89344,                0.95686,                0.75102,                0.75171,                0.52995,                0.95766,             0.00023237,             0.00023237,             0.00023237
                    339,                0.89381,                 0.7048,                0.99155,                0.94475,                0.88793,                0.95733,                0.74991,                0.75238,                0.54032,                0.95626,             0.00023108,             0.00023108,             0.00023108
                    340,                0.90853,                0.72754,                 0.9832,                0.94223,                0.88379,                 0.9574,                0.74922,                0.75559,                0.53729,                0.95746,             0.00022979,             0.00022979,             0.00022979
                    341,                0.91253,                0.71752,                0.99145,                0.95408,                0.87645,                0.95923,                0.74959,                0.75419,                0.53988,                0.95626,              0.0002285,              0.0002285,              0.0002285
                    342,                0.88593,                0.69167,                0.98043,                0.94667,                0.87467,                0.95714,                0.74904,                0.75402,                0.54298,                0.95439,             0.00022721,             0.00022721,             0.00022721
                    343,                0.92301,                0.73205,                 1.0073,                0.93667,                0.87801,                0.95363,                0.75189,                0.75368,                0.54196,                0.95464,             0.00022592,             0.00022592,             0.00022592
                    344,                0.89042,                 0.7018,                 0.9918,                0.93597,                0.89982,                0.95689,                0.74874,                0.75057,                0.53318,                0.95711,             0.00022463,             0.00022463,             0.00022463
                    345,                 0.8868,                0.69902,                0.99495,                0.93436,                 0.8949,                0.95605,                0.75067,                0.74842,                0.53277,                0.95754,             0.00022334,             0.00022334,             0.00022334
                    346,                0.95197,                0.76132,                 1.0196,                0.94758,                0.89118,                0.95821,                0.74854,                0.75128,                0.53135,                 0.9573,             0.00022205,             0.00022205,             0.00022205
                    347,                0.89882,                0.72586,                0.99371,                0.94999,                0.89722,                0.96011,                0.75584,                0.74107,                 0.5204,                0.95361,             0.00022076,             0.00022076,             0.00022076
                    348,                0.90605,                0.70376,                0.98643,                0.95244,                0.89817,                 0.9624,                0.75812,                0.74718,                0.52065,                0.95394,             0.00021947,             0.00021947,             0.00021947
                    349,                0.87611,                0.65826,                0.98502,                0.94877,                0.89713,                0.96212,                 0.7612,                0.73129,                0.51599,                0.94906,             0.00021818,             0.00021818,             0.00021818
                    350,                0.88773,                0.67866,                0.96554,                 0.9312,                0.90138,                 0.9603,                0.75258,                0.74763,                0.52407,                0.95318,             0.00021689,             0.00021689,             0.00021689
                    351,                0.89799,                0.70292,                0.99635,                0.95075,                 0.8792,                0.95845,                0.74979,                0.75236,                0.52342,                0.95374,              0.0002156,              0.0002156,              0.0002156
                    352,                0.89174,                0.68038,                 0.9922,                0.93989,                0.88857,                0.95855,                0.75206,                0.74624,                 0.5217,                0.95385,             0.00021431,             0.00021431,             0.00021431
                    353,                0.86321,                0.66652,                0.97718,                0.93194,                 0.8958,                0.95757,                0.75739,                0.73232,                0.52038,                0.94992,             0.00021302,             0.00021302,             0.00021302
                    354,                0.89409,                0.67297,                 1.0144,                 0.9385,                0.89211,                0.95959,                0.75545,                0.74262,                0.52038,                0.95307,             0.00021173,             0.00021173,             0.00021173
                    355,                0.94019,                0.73231,                 1.0381,                0.94919,                0.88337,                0.95752,                0.75179,                0.74753,                0.51858,                0.95561,             0.00021044,             0.00021044,             0.00021044
                    356,                0.94607,                0.72225,                  1.022,                0.93555,                0.89344,                0.96036,                0.75446,                0.73505,                0.52071,                0.94937,             0.00020915,             0.00020915,             0.00020915
                    357,                0.89515,                0.70521,                 1.0011,                0.95333,                0.88233,                0.96118,                0.75435,                0.74345,                0.52263,                0.95186,             0.00020786,             0.00020786,             0.00020786
                    358,                0.88551,                0.69503,                 1.0119,                0.94678,                0.89188,                0.96164,                0.76191,                0.73375,                0.51612,                 0.9505,             0.00020657,             0.00020657,             0.00020657
                    359,                 0.8939,                0.70009,                 1.0055,                0.95922,                 0.8848,                0.96206,                0.75917,                 0.7336,                0.51675,                0.95119,             0.00020528,             0.00020528,             0.00020528
                    360,                0.85304,                 0.6753,                0.96636,                0.95007,                 0.8959,                0.96357,                0.75413,                 0.7434,                0.51606,                0.95394,               0.000204,               0.000204,               0.000204
                    361,                0.85977,                0.65598,                0.98934,                0.94663,                0.89821,                0.96358,                0.75907,                0.73111,                0.51403,                0.94835,             0.00020271,             0.00020271,             0.00020271
                    362,                   0.86,                 0.6636,                0.97947,                 0.9321,                0.89602,                0.96111,                0.75828,                0.72953,                0.52074,                  0.949,             0.00020142,             0.00020142,             0.00020142
                    363,                0.89571,                0.70326,                0.97741,                0.94375,                0.90222,                0.96275,                0.75571,                0.74474,                0.52521,                0.95394,             0.00020013,             0.00020013,             0.00020013
                    364,                0.87272,                0.67611,                0.98512,                0.95153,                0.89135,                0.96201,                0.75828,                0.72881,                0.52098,                0.94745,             0.00019884,             0.00019884,             0.00019884
                    365,                0.86297,                0.68834,                0.99652,                0.94961,                0.89365,                0.96345,                0.76163,                0.72827,                 0.5125,                0.94696,             0.00019755,             0.00019755,             0.00019755
                    366,                0.85522,                0.66494,                 0.9967,                0.94889,                 0.8954,                0.96119,                0.76233,                 0.7229,                0.51069,                0.94533,             0.00019626,             0.00019626,             0.00019626
                    367,                0.90165,                0.69343,                 0.9894,                0.93983,                0.89703,                0.95853,                0.76111,                0.72491,                0.52087,                0.94607,             0.00019497,             0.00019497,             0.00019497
                    368,                0.86393,                0.66979,                0.97949,                0.95217,                0.89292,                 0.9599,                0.75631,                0.73357,                0.52223,                0.94837,             0.00019368,             0.00019368,             0.00019368
                    369,                0.91777,                0.72058,                 1.0175,                0.93861,                 0.9046,                0.96402,                0.76491,                0.71998,                0.51317,                0.94313,             0.00019239,             0.00019239,             0.00019239
                    370,                0.89209,                0.70264,                0.99161,                0.94825,                 0.9025,                0.96443,                0.76344,                0.71997,                0.51475,                0.94258,              0.0001911,              0.0001911,              0.0001911
                    371,                0.90265,                0.68688,                0.99385,                0.94321,                0.90373,                 0.9625,                 0.7627,                0.72973,                0.51408,                0.94482,             0.00018981,             0.00018981,             0.00018981
                    372,                0.88091,                0.69097,                 0.9939,                0.96403,                0.88748,                0.96251,                 0.7665,                0.72302,                0.50777,                 0.9416,             0.00018852,             0.00018852,             0.00018852
                    373,                 0.8649,                0.68069,                0.97661,                0.95976,                0.89499,                0.96268,                0.76714,                0.71771,                 0.5094,                0.94339,             0.00018723,             0.00018723,             0.00018723
                    374,                0.89942,                 0.6875,                 1.0008,                0.95511,                0.90196,                0.96394,                0.76237,                0.72992,                0.51321,                0.94748,             0.00018594,             0.00018594,             0.00018594
                    375,                0.88245,                0.66652,                0.98116,                0.95271,                0.90309,                0.96546,                0.76448,                0.71284,                0.50429,                0.94137,             0.00018465,             0.00018465,             0.00018465
                    376,                0.87126,                0.69046,                0.98452,                0.95722,                0.88878,                0.96308,                0.76671,                0.71221,                0.50702,                0.94137,             0.00018336,             0.00018336,             0.00018336
                    377,                0.87868,                0.70177,                 1.0017,                0.96065,                0.88534,                0.96159,                0.76515,                0.71445,                0.51476,                0.94104,             0.00018207,             0.00018207,             0.00018207
                    378,                0.86315,                0.67264,                0.99568,                0.95185,                0.89962,                0.96198,                0.76305,                0.72134,                0.51401,                 0.9431,             0.00018078,             0.00018078,             0.00018078
                    379,                0.88232,                0.67694,                0.99537,                0.95716,                0.89535,                 0.9639,                0.76282,                0.72511,                0.51473,                0.94613,             0.00017949,             0.00017949,             0.00017949
                    380,                 0.8652,                 0.6696,                0.98939,                0.95968,                 0.8986,                 0.9647,                0.76854,                0.71563,                0.50303,                0.94175,              0.0001782,              0.0001782,              0.0001782
                    381,                0.84801,                0.66255,                0.98052,                0.95012,                0.90479,                0.96534,                0.76881,                0.71632,                0.50208,                0.94134,             0.00017691,             0.00017691,             0.00017691
                    382,                0.88386,                0.66631,                0.98954,                0.94721,                0.90388,                0.96514,                0.76568,                0.72302,                0.50504,                 0.9426,             0.00017562,             0.00017562,             0.00017562
                    383,                0.91514,                0.71098,                 1.0047,                0.95463,                0.89979,                0.96693,                 0.7638,                0.71885,                0.50234,                0.94047,             0.00017433,             0.00017433,             0.00017433
                    384,                0.87528,                0.68393,                0.98037,                0.94354,                0.91299,                0.96638,                0.75911,                 0.7355,                0.51035,                0.94678,             0.00017304,             0.00017304,             0.00017304
                    385,                0.86022,                0.67568,                0.98138,                0.94887,                0.90755,                0.96727,                0.76821,                 0.7057,                0.49935,                0.93709,             0.00017175,             0.00017175,             0.00017175
                    386,                0.85252,                0.65019,                0.97523,                0.95327,                0.90094,                0.96685,                0.76475,                0.71382,                0.49839,                0.94132,             0.00017046,             0.00017046,             0.00017046
                    387,                0.86785,                0.67331,                0.99865,                0.95028,                0.90628,                0.96625,                0.76941,                 0.7127,                0.49456,                0.94113,             0.00016917,             0.00016917,             0.00016917
                    388,                 0.8538,                0.65589,                0.99466,                0.94104,                0.92067,                0.96761,                0.76912,                 0.7113,                0.49255,                0.93992,             0.00016788,             0.00016788,             0.00016788
                    389,                0.86077,                0.65897,                0.97178,                0.96758,                0.90456,                0.96838,                0.76782,                0.71941,                0.49197,                0.94452,             0.00016659,             0.00016659,             0.00016659
                    390,                0.88403,                0.67395,                0.97349,                 0.9618,                0.90241,                0.96871,                0.76085,                0.75089,                 0.5007,                0.95393,              0.0001653,              0.0001653,              0.0001653
                    391,                0.85048,                0.65246,                0.97693,                0.95349,                0.91326,                0.96769,                0.77313,                0.70818,                0.49184,                  0.939,             0.00016401,             0.00016401,             0.00016401
                    392,                0.86734,                0.65494,                0.98536,                0.96083,                0.89891,                 0.9683,                 0.7698,                0.71526,                 0.4939,                 0.9406,             0.00016272,             0.00016272,             0.00016272
                    393,                0.84607,                0.65492,                0.99354,                0.94436,                0.90937,                0.96744,                0.77071,                0.71067,                0.49284,                0.94079,             0.00016143,             0.00016143,             0.00016143
                    394,                0.88592,                0.68328,                 0.9978,                0.95512,                0.90572,                0.96801,                 0.7693,                0.70942,                0.48931,                0.94174,             0.00016015,             0.00016015,             0.00016015
                    395,                0.87722,                0.67464,                 0.9756,                0.94565,                0.91094,                0.96623,                0.76725,                0.71419,                0.49653,                0.94045,             0.00015886,             0.00015886,             0.00015886
                    396,                 0.8329,                0.63313,                0.95264,                0.96419,                0.90094,                 0.9671,                0.77363,                0.70432,                0.49193,                0.93791,             0.00015757,             0.00015757,             0.00015757
                    397,                0.81902,                0.62384,                0.96046,                0.95573,                0.90891,                0.96745,                0.77476,                0.69965,                0.48589,                0.93585,             0.00015628,             0.00015628,             0.00015628
                    398,                0.89186,                0.70068,                 0.9889,                0.96284,                0.90343,                0.96764,                 0.7723,                0.70291,                0.49033,                0.93664,             0.00015499,             0.00015499,             0.00015499
                    399,                0.86419,                0.67246,                0.98604,                0.95836,                0.90588,                0.96695,                0.77344,                0.70025,                0.48949,                0.93782,              0.0001537,              0.0001537,              0.0001537
                    400,                0.83983,                0.62245,                0.96613,                0.96088,                0.90299,                 0.9668,                0.77226,                0.70386,                0.48686,                0.93697,             0.00015241,             0.00015241,             0.00015241
                    401,                0.86764,                0.65573,                0.97269,                0.95033,                0.90078,                0.96712,                0.77416,                0.70359,                0.48878,                0.93665,             0.00015112,             0.00015112,             0.00015112
                    402,                0.82341,                0.64605,                0.98018,                0.94653,                0.90078,                0.96655,                 0.7741,                0.69555,                0.48845,                0.93376,             0.00014983,             0.00014983,             0.00014983
                    403,                 0.8209,                0.63227,                0.98239,                0.95795,                0.89615,                0.96784,                 0.7737,                0.69767,                0.48771,                 0.9334,             0.00014854,             0.00014854,             0.00014854
                    404,                 0.8643,                0.65558,                0.97473,                0.95751,                0.90278,                0.96814,                0.77374,                0.70296,                0.48785,                0.93671,             0.00014725,             0.00014725,             0.00014725
                    405,                0.86148,                0.66101,                0.97269,                0.95925,                0.90079,                0.96951,                0.77299,                0.70153,                0.49226,                0.93783,             0.00014596,             0.00014596,             0.00014596
                    406,                 0.8645,                0.67461,                0.98244,                0.97089,                0.90228,                0.97005,                 0.7751,                0.69581,                0.48605,                 0.9354,             0.00014467,             0.00014467,             0.00014467
                    407,                0.82624,                0.64791,                0.96635,                0.96387,                0.90688,                0.96937,                0.77671,                0.69055,                0.48113,                 0.9346,             0.00014338,             0.00014338,             0.00014338
                    408,                 0.8687,                0.67783,                 1.0064,                0.95015,                 0.9183,                0.96939,                0.77715,                0.69483,                0.48022,                0.93499,             0.00014209,             0.00014209,             0.00014209
                    409,                0.87065,                0.64781,                0.97533,                0.94736,                0.91188,                0.96949,                0.77421,                0.69786,                0.48485,                0.93595,              0.0001408,              0.0001408,              0.0001408
                    410,                0.88776,                0.68443,                  0.997,                0.95602,                0.90889,                0.96902,                0.77406,                0.69891,                0.48385,                0.93664,             0.00013951,             0.00013951,             0.00013951
                    411,                0.88837,                0.69921,                0.98681,                 0.9593,                0.90403,                0.96802,                0.77109,                0.70137,                0.49032,                0.93378,             0.00013822,             0.00013822,             0.00013822
                    412,                0.84432,                0.65551,                0.96647,                0.96392,                  0.899,                0.96914,                0.77693,                0.69106,                0.48759,                0.93096,             0.00013693,             0.00013693,             0.00013693
                    413,                0.84952,                0.66581,                0.97923,                0.95887,                0.90302,                0.97031,                0.77776,                 0.7006,                0.49303,                0.93478,             0.00013564,             0.00013564,             0.00013564
                    414,                0.84079,                0.64202,                 0.9717,                0.95286,                0.91311,                 0.9708,                0.78117,                0.68872,                0.48771,                0.93258,             0.00013435,             0.00013435,             0.00013435
                    415,                0.84681,                0.65365,                0.99068,                0.95713,                0.91428,                0.97082,                0.78011,                0.69286,                0.48466,                0.93367,             0.00013306,             0.00013306,             0.00013306
                    416,                0.85418,                0.66167,                 0.9662,                0.95995,                0.91621,                0.96997,                0.77935,                 0.6925,                0.48229,                0.93424,             0.00013177,             0.00013177,             0.00013177
                    417,                0.84419,                0.64469,                0.97299,                0.95068,                0.91658,                0.97109,                0.77988,                0.68703,                0.47878,                0.93155,             0.00013048,             0.00013048,             0.00013048
                    418,                0.86863,                0.66917,                0.97056,                0.96513,                0.90921,                0.97152,                0.78111,                0.68363,                0.47886,                0.93059,             0.00012919,             0.00012919,             0.00012919
                    419,                0.84854,                0.67162,                0.98606,                0.96466,                0.90565,                0.96938,                0.77787,                0.69073,                0.48086,                0.93227,              0.0001279,              0.0001279,              0.0001279
                    420,                0.84376,                0.64128,                0.96465,                0.97177,                0.90234,                0.97051,                0.77878,                 0.6927,                0.48106,                0.93301,             0.00012661,             0.00012661,             0.00012661
                    421,                0.83948,                 0.6697,                0.97634,                0.95265,                0.91824,                0.97116,                0.78308,                0.68167,                0.47463,                0.92965,             0.00012532,             0.00012532,             0.00012532
                    422,                0.86468,                0.65709,                0.98572,                 0.9679,                0.90551,                   0.97,                0.78227,                0.68712,                0.47408,                0.93142,             0.00012403,             0.00012403,             0.00012403
                    423,                0.83437,                0.64634,                0.98387,                0.96558,                0.90801,                0.97103,                 0.7779,                0.69521,                0.47766,                0.93189,             0.00012274,             0.00012274,             0.00012274
                    424,                0.83802,                0.63537,                0.98327,                0.96926,                0.90518,                0.97133,                0.78129,                0.68379,                0.47844,                0.92981,             0.00012145,             0.00012145,             0.00012145
                    425,                0.86123,                0.66115,                0.99028,                0.96434,                0.90848,                0.97091,                0.77719,                0.70001,                0.48412,                0.93243,             0.00012016,             0.00012016,             0.00012016
                    426,                0.85637,                0.65869,                0.97434,                0.96351,                0.91032,                0.97257,                0.78266,                0.69056,                0.48333,                0.93145,             0.00011887,             0.00011887,             0.00011887
                    427,                0.85379,                0.66946,                0.96699,                0.94328,                0.92547,                0.97169,                0.77992,                0.69491,                 0.4813,                 0.9339,             0.00011758,             0.00011758,             0.00011758
                    428,                0.84552,                0.66049,                0.97705,                 0.9478,                 0.9223,                0.97268,                 0.7774,                0.69823,                0.48012,                0.93433,              0.0001163,              0.0001163,              0.0001163
                    429,                0.84105,                0.63829,                0.97928,                0.94613,                0.92807,                0.97232,                  0.779,                0.69297,                0.47745,                0.93059,             0.00011501,             0.00011501,             0.00011501
                    430,                0.83858,                 0.6388,                0.95661,                0.95031,                0.92394,                  0.973,                0.77699,                0.68929,                 0.4748,                0.93137,             0.00011372,             0.00011372,             0.00011372
                    431,                0.83073,                0.62612,                0.96581,                0.96161,                0.91939,                0.97214,                  0.778,                0.68914,                0.47695,                0.92973,             0.00011243,             0.00011243,             0.00011243
                    432,                0.84721,                0.64083,                0.98541,                0.96448,                0.91766,                0.97232,                0.78056,                0.68768,                0.47864,                0.92909,             0.00011114,             0.00011114,             0.00011114
                    433,                0.85603,                 0.6509,                0.99225,                0.96081,                 0.9184,                0.97246,                0.77839,                0.69023,                0.47718,                0.93013,             0.00010985,             0.00010985,             0.00010985
                    434,                0.83486,                0.62752,                0.97519,                0.95809,                0.91678,                0.97207,                0.78347,                0.68335,                0.47314,                0.92956,             0.00010856,             0.00010856,             0.00010856
                    435,                0.81864,                0.61968,                0.98658,                0.96812,                0.91247,                0.97153,                 0.7837,                 0.6813,                0.46955,                0.92808,             0.00010727,             0.00010727,             0.00010727
                    436,                0.84056,                0.64718,                0.97193,                0.96815,                0.90854,                0.97125,                0.78181,                0.69115,                0.47224,                0.93191,             0.00010598,             0.00010598,             0.00010598
                    437,                 0.8471,                0.64552,                0.98429,                0.96429,                0.91576,                0.97265,                0.77939,                0.70236,                0.47739,                0.93382,             0.00010469,             0.00010469,             0.00010469
                    438,                0.84893,                0.64238,                0.98516,                0.96008,                0.92158,                0.97346,                0.78281,                 0.6841,                0.47577,                0.92848,              0.0001034,              0.0001034,              0.0001034
                    439,                0.86621,                0.65941,                0.97996,                0.96363,                0.91913,                0.97278,                0.78469,                0.67939,                0.47269,                0.92661,             0.00010211,             0.00010211,             0.00010211
                    440,                0.82706,                0.62803,                 0.9638,                0.96253,                0.92328,                0.97341,                0.77695,                0.69907,                0.47535,                0.93172,             0.00010082,             0.00010082,             0.00010082
                    441,                0.81586,                0.60427,                0.96898,                0.96483,                0.92319,                0.97451,                0.78477,                0.68285,                0.47417,                0.92793,             9.9529e-05,             9.9529e-05,             9.9529e-05
                    442,                0.83426,                0.63741,                0.97484,                0.96031,                0.92393,                0.97372,                0.78454,                0.67919,                0.47049,                0.92546,             9.8239e-05,             9.8239e-05,             9.8239e-05
                    443,                0.84206,                0.63002,                0.97191,                0.95449,                 0.9286,                0.97453,                0.78392,                0.67893,                0.46761,                0.92656,             9.6949e-05,             9.6949e-05,             9.6949e-05
                    444,                0.84096,                0.63724,                  0.989,                0.96089,                0.91688,                0.97421,                0.77823,                0.70291,                0.47336,                0.93108,              9.566e-05,              9.566e-05,              9.566e-05
                    445,                0.82019,                0.63132,                0.95324,                0.95042,                0.92377,                0.97434,                0.78345,                0.68417,                0.47039,                0.92704,              9.437e-05,              9.437e-05,              9.437e-05
                    446,                0.85179,                0.64488,                0.97446,                0.95187,                0.92629,                0.97426,                0.78547,                0.67926,                0.47041,                0.92633,              9.308e-05,              9.308e-05,              9.308e-05
                    447,                0.83136,                0.65796,                0.97569,                0.94454,                0.92574,                0.97399,                0.78246,                0.68582,                 0.4733,                0.92885,             9.1791e-05,             9.1791e-05,             9.1791e-05
                    448,                0.83403,                0.65197,                 1.0007,                0.95262,                0.92538,                  0.975,                0.78489,                 0.6764,                0.46528,                0.92659,             9.0501e-05,             9.0501e-05,             9.0501e-05
                    449,                0.82187,                0.64376,                0.98041,                0.96027,                0.92168,                0.97507,                0.78495,                0.68039,                0.46653,                0.92767,             8.9211e-05,             8.9211e-05,             8.9211e-05
                    450,                0.83692,                0.63903,                0.95899,                0.95642,                 0.9268,                0.97388,                0.78918,                0.67836,                0.46805,                0.92741,             8.7922e-05,             8.7922e-05,             8.7922e-05
                    451,                0.86237,                0.67138,                0.99844,                0.95751,                0.92384,                0.97338,                0.77773,                0.69519,                0.47446,                0.93097,             8.6632e-05,             8.6632e-05,             8.6632e-05
                    452,                0.80312,                0.61756,                0.96555,                0.96344,                0.91537,                0.97263,                0.78698,                0.67202,                0.47069,                0.92528,             8.5342e-05,             8.5342e-05,             8.5342e-05
                    453,                0.80646,                0.61603,                 0.9635,                0.96718,                0.90613,                0.97236,                0.78613,                0.66943,                0.47233,                0.92394,             8.4052e-05,             8.4052e-05,             8.4052e-05
                    454,                0.81054,                0.62187,                0.96704,                0.95829,                0.92008,                0.97302,                0.78514,                0.67233,                0.47186,                0.92513,             8.2763e-05,             8.2763e-05,             8.2763e-05
                    455,                0.83722,                0.64128,                 0.9797,                0.95926,                0.91711,                0.97369,                0.78807,                0.67054,                0.47053,                0.92564,             8.1473e-05,             8.1473e-05,             8.1473e-05
                    456,                0.81371,                0.63288,                0.96763,                0.96325,                0.91558,                0.97429,                0.78827,                0.66996,                0.46883,                0.92552,             8.0183e-05,             8.0183e-05,             8.0183e-05
                    457,                0.83717,                0.64392,                0.98601,                0.96287,                0.91555,                0.97372,                0.78716,                0.67104,                0.46573,                0.92479,             7.8894e-05,             7.8894e-05,             7.8894e-05
                    458,                0.81677,                0.63883,                0.96516,                0.96803,                0.91554,                0.97327,                0.78848,                0.66936,                0.46508,                0.92525,             7.7604e-05,             7.7604e-05,             7.7604e-05
                    459,                0.81496,                0.61928,                0.95957,                0.95585,                 0.9197,                0.97293,                0.78989,                0.67163,                0.46974,                0.92622,             7.6314e-05,             7.6314e-05,             7.6314e-05
